"","PID","speciesRichness","shannonDiversity"
"21859","1_56_13_398_1",4,0.857343763300683
"21860","1_56_13_399_1",2,0.610864302054894
"21861","1_56_13_39_1",2,0.551079928086973
"21862","1_56_13_400_1",2,0.410116318288409
"21863","1_56_13_40_1",2,0.355382896246011
"21864","1_56_13_41_1",2,0.191444081957717
"21865","1_56_13_42_1",3,0.656527684932918
"21866","1_56_13_430_1",3,0.950270539233235
"21867","1_56_13_431_1",3,1.02965301406457
"21868","1_56_13_432_1",4,1.01289635348511
"21869","1_56_13_433_1",3,0.801747160115099
"21870","1_56_13_434_1",3,0.787337966142836
"21871","1_56_13_45_1",2,0.465999256961043
"21872","1_56_13_463_1",4,0.56451769317443
"21873","1_56_13_466_1",2,0.0965089607359473
"21874","1_56_13_468_1",4,0.889193491889831
"21875","1_56_13_47_1",3,1.01986521427793
"21876","1_56_13_48_1",3,0.899944290327834
"21877","1_56_13_497_1",5,1.09462163289705
"21878","1_56_13_49_1",3,0.8192404772545
"21879","1_56_13_500_1",3,0.737115034063106
"21880","1_56_13_502_1",3,0.292308972645613
"21881","1_56_13_51_1",4,1.2820131436953
"21882","1_56_13_528_1",2,0.684616277801305
"21883","1_56_13_530_1",4,1.13128947714781
"21884","1_56_13_531_1",4,0.916160161645181
"21885","1_56_13_533_1",3,0.501146842394199
"21886","1_56_13_562_1",4,0.820071457969313
"21887","1_56_13_563_1",1,0
"21888","1_56_13_564_1",3,0.149544899878284
"21889","1_56_13_56_1",4,0.997840940811284
"21890","1_56_13_58_1",3,0.84448673476306
"21891","1_56_13_592_1",1,0
"21892","1_56_13_60_1",3,0.733943998967189
"21893","1_56_13_61_1",3,0.81932221348914
"21894","1_56_13_624_1",3,1.00080565984537
"21895","1_56_13_628_1",2,0.178844912716848
"21896","1_56_13_63_1",2,0.332594214311893
"21897","1_56_13_650_1",2,0.500402423538188
"21898","1_56_13_653_1",3,0.388356030280062
"21899","1_56_13_670_1",2,0.636514168294813
"21900","1_56_13_67_1",4,0.754462702325955
"21901","1_56_13_681_1",3,1.03765179979827
"21902","1_56_13_682_1",1,0
"21903","1_56_13_683_1",3,0.738760099648023
"21904","1_56_13_684_1",3,0.901859152592656
"21905","1_56_13_685_1",1,0
"21906","1_56_13_68_1",5,1.04354790710119
"21907","1_56_13_709_1",1,0
"21908","1_56_13_70_1",3,0.565054804965859
"21909","1_56_13_710_1",4,0.83854535213076
"21910","1_56_13_711_1",1,0
"21911","1_56_13_712_1",1,0
"21912","1_56_13_715_1",1,0
"21913","1_56_13_718_1",1,0
"21914","1_56_13_71_1",2,0.661563238157982
"21915","1_56_13_735_1",2,0.0538017452936876
"21916","1_56_13_737_1",3,0.851197162083708
"21917","1_56_13_739_1",4,1.28323355676677
"21918","1_56_13_744_1",1,0
"21919","1_56_13_748_1",1,0
"21920","1_56_13_75_1",4,1.24185100815747
"21921","1_56_13_761_1",3,0.743564825427145
"21922","1_56_13_763_1",3,0.789837883255865
"21923","1_56_13_76_1",3,0.898137003187868
"21924","1_56_13_77_1",4,0.868500646095105
"21925","1_56_13_787_1",2,0.496472484348597
"21926","1_56_13_788_1",1,0
"21927","1_56_13_790_1",2,0.571022710942916
"21928","1_56_13_791_1",3,0.803742107316203
"21929","1_56_13_792_1",2,0.598269588585257
"21930","1_56_13_7_1",3,1.00369036783757
"21931","1_56_13_80010_1",2,0.410116318288409
"21932","1_56_13_80081_1",2,0.579915171418101
"21933","1_56_13_80155_1",3,0.857035247680807
"21934","1_56_13_80253_1",3,0.544283732969439
"21935","1_56_13_80268_1",3,0.828741867080867
"21936","1_56_13_80323_1",3,1.01326902624973
"21937","1_56_13_80699_1",2,0.548874384484994
"21938","1_56_13_80718_1",2,0.693147180559945
"21939","1_56_13_80816_1",2,0.529706199057654
"21940","1_56_13_81210_1",1,0
"21941","1_56_13_81260_1",1,0
"21942","1_56_13_81328_1",1,0
"21943","1_56_13_81331_1",2,0.514653165428929
"21944","1_56_13_813_1",1,0
"21945","1_56_13_81415_1",2,0.509815699581689
"21946","1_56_13_814_1",2,0.384542919756229
"21947","1_56_13_815_1",1,0
"21948","1_56_13_816_1",2,0.236469859170628
"21949","1_56_13_81824_1",3,0.120874485570032
"21950","1_56_13_81834_1",1,0
"21951","1_56_13_81884_1",1,0
"21952","1_56_13_81982_1",4,1.17055683722894
"21953","1_56_13_81992_1",4,1.10840609320357
"21954","1_56_13_82000_1",3,1.07952957332552
"21955","1_56_13_82027_1",1,0
"21956","1_56_13_82115_1",3,0.727387629175803
"21957","1_56_13_82241_1",1,0
"21958","1_56_13_82266_1",2,0.348832095843032
"21959","1_56_13_82270_1",1,0
"21960","1_56_13_82353_1",3,0.671153792012057
"21961","1_56_13_82424_1",1,0
"21962","1_56_13_82623_1",1,0
"21963","1_56_13_82699_1",3,0.925600517617375
"21964","1_56_13_82751_1",1,0
"21965","1_56_13_82824_1",4,0.98298655776397
"21966","1_56_13_82881_1",1,0
"21967","1_56_13_83183_1",2,0.223718076065834
"21968","1_56_13_83289_1",4,0.658030997550083
"21969","1_56_13_83372_1",4,1.270441738605
"21970","1_56_13_83507_1",2,0.0935999632458157
"21971","1_56_13_837_1",1,0
"21972","1_56_13_84023_1",2,0.410116318288409
"21973","1_56_13_84095_1",4,0.658030997550083
"21974","1_56_13_84170_1",2,0.562335144618808
"21975","1_56_13_84264_1",3,0.594024165582471
"21976","1_56_13_842_1",1,0
"21977","1_56_13_84525_1",2,0.429323021930616
"21978","1_56_13_84691_1",4,1.19884931291362
"21979","1_56_13_84817_1",4,0.838765637286904
"21980","1_56_13_84953_1",2,0.615498282275913
"21981","1_56_13_85009_1",4,0.895332665968091
"21982","1_56_13_85272_1",3,1.08052762660417
"21983","1_56_13_85302_1",1,0
"21984","1_56_13_85377_1",3,0.79026796807459
"21985","1_56_13_85428_1",4,0.853881671158893
"21986","1_56_13_85529_1",2,0.0965089607359473
"21987","1_56_13_85624_1",4,0.574419727512094
"21988","1_56_13_85630_1",3,0.796345386612399
"21989","1_56_13_85796_1",1,0
"21990","1_56_13_85820_1",2,0.585952618303551
"21991","1_56_13_86183_1",3,0.898637675791861
"21992","1_56_13_86219_1",3,0.963225679845877
"21993","1_56_13_86223_1",3,0.964962923007428
"21994","1_56_13_86284_1",4,1.36892236074022
"21995","1_56_13_86445_1",1,0
"21996","1_56_13_86510_1",1,0
"21997","1_56_13_86566_1",3,0.76652833049184
"21998","1_56_13_86587_1",1,0
"21999","1_56_13_86653_1",2,0.646090505060809
"22000","1_56_13_86768_1",1,0
"22001","1_56_13_86790_1",3,0.89794572485678
"22002","1_56_13_86891_1",2,0.585952618303551
"22003","1_56_13_87040_1",2,0.376770161256437
"22004","1_56_13_87239_1",3,0.825956701014978
"22005","1_56_13_87362_1",1,0
"22006","1_56_13_87557_1",4,1.07296054464715
"22007","1_56_13_87738_1",3,0.744875159425296
"22008","1_56_13_87752_1",2,0.693147180559945
"22009","1_56_13_87826_1",3,0.867563228481461
"22010","1_56_13_87952_1",2,0.682908104700472
"22011","1_56_13_87_1",2,0.685929800252373
"22012","1_56_13_88034_1",4,0.981506868259831
"22013","1_56_13_88086_1",1,0
"22014","1_56_13_88165_1",1,0
"22015","1_56_13_88189_1",1,0
"22016","1_56_13_88361_1",2,0.686961576597323
"22017","1_56_13_88402_1",4,0.860854657433635
"22018","1_56_13_88487_1",1,0
"22019","1_56_13_88522_1",3,0.974314752869349
"22020","1_56_13_88712_1",3,1.01609535244236
"22021","1_56_13_88779_1",2,0.500402423538188
"22022","1_56_13_88811_1",1,0
"22023","1_56_13_89210_1",1,0
"22024","1_56_13_89325_1",4,1.03331991168279
"22025","1_56_13_89331_1",3,0.751985523391463
"22026","1_56_13_89392_1",2,0.474139313057837
"22027","1_56_13_89411_1",1,0
"22028","1_56_13_89425_1",2,0.410116318288409
"22029","1_56_13_89466_1",2,0.429323021930616
"22030","1_56_13_89691_1",2,0.325082973391448
"22031","1_56_13_89748_1",2,0.167944147734173
"22032","1_56_13_89775_1",3,0.867563228481461
"22033","1_56_13_89889_1",4,1.2768400223389
"22034","1_56_13_89999_1",4,1.2406842919534
"22035","1_56_13_89_1",1,0
"22036","1_56_13_8_1",2,0.693147180559945
"22037","1_56_13_90143_1",2,0.636514168294813
"22038","1_56_13_90313_1",3,0.936888307539016
"22039","1_56_13_90423_1",1,0
"22040","1_56_13_90470_1",2,0.228631873582861
"22041","1_56_13_909_1",2,0.223718076065834
"22042","1_56_13_912_1",1,0
"22043","1_56_13_913_1",2,0.682908104700472
"22044","1_56_13_914_1",1,0
"22045","1_56_13_938_1",2,0.598269588585257
"22046","1_56_13_939_1",1,0
"22047","1_56_13_97_1",1,0
"22048","1_56_17_106_1",2,0.278769371768587
"22049","1_56_17_115_1",2,0.679193265991526
"22050","1_56_17_131_1",1,0
"22051","1_56_17_133_1",3,0.89264039052904
"22052","1_56_17_134_1",2,0.112515934119639
"22053","1_56_17_137_1",1,0
"22054","1_56_17_13_1",2,0.688138813713588
"22055","1_56_17_143_1",1,0
"22056","1_56_17_144_1",1,0
"22057","1_56_17_19_1",1,0
"22058","1_56_17_31_1",2,0.636514168294813
"22059","1_56_17_42_1",2,0.693147180559945
"22060","1_56_17_62_1",1,0
"22061","1_56_17_65_1",2,0.693147180559945
"22062","1_56_17_6_1",2,0.666278442414676
"22063","1_56_17_80054_1",2,0.562335144618808
"22064","1_56_17_80753_1",2,0.304636097349238
"22065","1_56_17_84076_1",1,0
"22066","1_56_17_84388_1",1,0
"22067","1_56_17_85983_1",2,0.585952618303551
"22068","1_56_17_87166_1",2,0.636514168294813
"22069","1_56_17_88454_1",1,0
"22070","1_56_17_88894_1",3,0.943348392329039
"22071","1_56_17_89416_1",1,0
"22072","1_56_17_90152_1",2,0.658109987543114
"22073","1_56_17_90_1",2,0.304636097349238
"22074","1_56_23_100_1",3,0.900256051268537
"22075","1_56_23_101_1",3,0.995511732270076
"22076","1_56_23_102_1",2,0.429323021930616
"22077","1_56_23_106_1",2,0.636514168294813
"22078","1_56_23_107_1",3,0.46341355882643
"22079","1_56_23_111_1",2,0.325082973391448
"22080","1_56_23_115_1",3,0.819229999702013
"22081","1_56_23_117_1",3,0.777140995932613
"22082","1_56_23_118_1",3,0.993821441626405
"22083","1_56_23_11_1",3,0.759547391474863
"22084","1_56_23_121_1",3,0.666785891258513
"22085","1_56_23_122_1",3,0.536664562484525
"22086","1_56_23_124_1",2,0.450561208866305
"22087","1_56_23_128_1",3,1.01233083910317
"22088","1_56_23_12_1",2,0.649248354870898
"22089","1_56_23_130_1",4,1.0386059963041
"22090","1_56_23_131_1",2,0.602440263520342
"22091","1_56_23_132_1",4,1.35668633176297
"22092","1_56_23_139_1",2,0.659152503822991
"22093","1_56_23_13_1",4,0.953271014705891
"22094","1_56_23_140_1",2,0.673011667009257
"22095","1_56_23_143_1",1,0
"22096","1_56_23_144_1",4,1.2130075659799
"22097","1_56_23_146_1",5,1.3368145440644
"22098","1_56_23_147_1",3,0.836565172088026
"22099","1_56_23_148_1",4,0.548117880441845
"22100","1_56_23_149_1",3,1.02694452923797
"22101","1_56_23_155_1",2,0.562335144618808
"22102","1_56_23_157_1",4,0.558647856979826
"22103","1_56_23_158_1",2,0.690185676018804
"22104","1_56_23_15_1",2,0.223718076065834
"22105","1_56_23_163_1",3,0.216408404758475
"22106","1_56_23_164_1",1,0
"22107","1_56_23_16_1",4,0.985870644674458
"22108","1_56_23_177_1",1,0
"22109","1_56_23_178_1",3,0.760590879449364
"22110","1_56_23_17_1",3,0.544283732969439
"22111","1_56_23_180_1",3,0.996801309442495
"22112","1_56_23_182_1",2,0.104732439105087
"22113","1_56_23_18_1",2,0.450561208866305
"22114","1_56_23_193_1",2,0.401189862187006
"22115","1_56_23_194_1",2,0.658109987543114
"22116","1_56_23_20_1",3,0.831008842951881
"22117","1_56_23_211_1",2,0.691192782003201
"22118","1_56_23_212_1",3,0.964275099843295
"22119","1_56_23_21_1",3,0.90841608419679
"22120","1_56_23_227_1",1,0
"22121","1_56_23_23_1",2,0.500402423538188
"22122","1_56_23_241_1",2,0.410116318288409
"22123","1_56_23_26_1",1,0
"22124","1_56_23_30_1",5,1.1687044615405
"22125","1_56_23_32_1",3,0.683738905848754
"22126","1_56_23_33_1",1,0
"22127","1_56_23_36_1",1,0
"22128","1_56_23_38_1",5,1.49856907967701
"22129","1_56_23_39_1",4,1.06731749970305
"22130","1_56_23_402_1",1,0
"22131","1_56_23_45_1",3,0.940371652624074
"22132","1_56_23_46_1",4,0.83726389793327
"22133","1_56_23_47_1",4,1.2636544318821
"22134","1_56_23_54_1",3,0.589808463963043
"22135","1_56_23_55_1",2,0.693147180559945
"22136","1_56_23_63_1",1,0
"22137","1_56_23_65_1",2,0.112515934119639
"22138","1_56_23_66_1",4,1.09352666098184
"22139","1_56_23_6_1",1,0
"22140","1_56_23_72_1",4,0.417983603146571
"22141","1_56_23_74_1",2,0.680082904835761
"22142","1_56_23_75_1",3,0.878525099127156
"22143","1_56_23_80152_1",3,1.07927958443223
"22144","1_56_23_80192_1",3,0.867563228481461
"22145","1_56_23_80245_1",3,0.909707710327499
"22146","1_56_23_80316_1",2,0.519579839130515
"22147","1_56_23_80359_1",4,1.32966134885476
"22148","1_56_23_80362_1",2,0.579915171418101
"22149","1_56_23_80383_1",3,0.864740096527637
"22150","1_56_23_80807_1",3,0.819229999702013
"22151","1_56_23_80935_1",1,0
"22152","1_56_23_80968_1",2,0.682908104700472
"22153","1_56_23_80986_1",3,0.22453755356836
"22154","1_56_23_81171_1",2,0.690185676018804
"22155","1_56_23_81274_1",4,1.36107441319644
"22156","1_56_23_81349_1",3,0.775190573639933
"22157","1_56_23_81536_1",2,0.348832095843032
"22158","1_56_23_81588_1",2,0.663725497472231
"22159","1_56_23_81626_1",4,1.07192027628221
"22160","1_56_23_81741_1",3,1.02694452923797
"22161","1_56_23_81921_1",2,0.648585477003314
"22162","1_56_23_82032_1",4,0.826405322291812
"22163","1_56_23_82141_1",2,0.439669879401343
"22164","1_56_23_82195_1",4,1.17903051291078
"22165","1_56_23_82263_1",2,0.410116318288409
"22166","1_56_23_82315_1",3,0.955699891112534
"22167","1_56_23_82343_1",5,1.29862844384839
"22168","1_56_23_82401_1",3,0.75893677276206
"22169","1_56_23_82542_1",1,0
"22170","1_56_23_82728_1",4,0.558647856979826
"22171","1_56_23_82908_1",1,0
"22172","1_56_23_82940_1",2,0.651756561172653
"22173","1_56_23_82_1",4,0.863071043752847
"22174","1_56_23_83027_1",3,0.983273944246389
"22175","1_56_23_83208_1",2,0.621086374555245
"22176","1_56_23_83267_1",1,0
"22177","1_56_23_83681_1",4,0.609627423596098
"22178","1_56_23_83758_1",3,0.917402180362741
"22179","1_56_23_83785_1",3,0.887628168958383
"22180","1_56_23_83799_1",2,0.693147180559945
"22181","1_56_23_83837_1",1,0
"22182","1_56_23_83840_1",4,0.870130548352221
"22183","1_56_23_84033_1",3,0.882827543575108
"22184","1_56_23_84275_1",2,0.500402423538188
"22185","1_56_23_84342_1",3,0.959614793912049
"22186","1_56_23_84699_1",2,0.535959889216217
"22187","1_56_23_84857_1",3,0.566085738959629
"22188","1_56_23_85119_1",2,0.191444081957717
"22189","1_56_23_85442_1",3,0.841833449802094
"22190","1_56_23_85606_1",3,0.909707710327499
"22191","1_56_23_85654_1",3,1.02395885632574
"22192","1_56_23_85751_1",3,0.319880907332113
"22193","1_56_23_85866_1",2,0.682908104700472
"22194","1_56_23_85940_1",2,0.693147180559945
"22195","1_56_23_86170_1",2,0.562335144618808
"22196","1_56_23_86222_1",4,0.854806284951481
"22197","1_56_23_86792_1",1,0
"22198","1_56_23_86_1",3,0.974314752869349
"22199","1_56_23_87018_1",3,0.801818552543337
"22200","1_56_23_87352_1",5,1.16117924586572
"22201","1_56_23_87403_1",2,0.206192050633232
"22202","1_56_23_87587_1",5,1.46147212930402
"22203","1_56_23_87656_1",1,0
"22204","1_56_23_87770_1",1,0
"22205","1_56_23_87859_1",2,0.146144746008564
"22206","1_56_23_88023_1",3,0.830523691482846
"22207","1_56_23_88066_1",4,1.03492243929549
"22208","1_56_23_88108_1",3,1.0280246895407
"22209","1_56_23_88223_1",3,1.03972077083992
"22210","1_56_23_89038_1",3,0.425227591175288
"22211","1_56_23_89587_1",2,0.562335144618808
"22212","1_56_23_89613_1",1,0
"22213","1_56_23_89650_1",3,0.830517825287248
"22214","1_56_23_89746_1",1,0
"22215","1_56_23_89822_1",3,0.730588061371122
"22216","1_56_23_89918_1",3,0.708688028218583
"22217","1_56_23_89_1",2,0.135793958751594
"22218","1_56_23_8_1",3,1.01140426470735
"22219","1_56_23_90124_1",2,0.223718076065834
"22220","1_56_23_90491_1",3,0.786701237916914
"22221","1_56_23_90507_1",3,0.735621939758795
"22222","1_56_23_93_1",5,1.21865526416682
"22223","1_56_23_96_1",1,0
"22224","1_56_29_101_1",4,1.03527912542714
"22225","1_56_29_105_1",4,1.22769474780371
"22226","1_56_29_106_1",2,0.158410570131791
"22227","1_56_29_125_1",1,0
"22228","1_56_29_127_1",2,0.562335144618808
"22229","1_56_29_12_1",1,0
"22230","1_56_29_133_1",1,0
"22231","1_56_29_13_1",1,0
"22232","1_56_29_144_1",1,0
"22233","1_56_29_145_1",2,0.399454801523637
"22234","1_56_29_164_1",1,0
"22235","1_56_29_168_1",3,0.928852875839976
"22236","1_56_29_16_1",1,0
"22237","1_56_29_170_1",1,0
"22238","1_56_29_173_1",1,0
"22239","1_56_29_175_1",4,0.705486245233686
"22240","1_56_29_19_1",3,0.93648234452205
"22241","1_56_29_203_1",1,0
"22242","1_56_29_204_1",2,0.223718076065834
"22243","1_56_29_206_1",1,0
"22244","1_56_29_209_1",1,0
"22245","1_56_29_210_1",1,0
"22246","1_56_29_212_1",1,0
"22247","1_56_29_214_1",2,0.693147180559945
"22248","1_56_29_222_1",2,0.348832095843032
"22249","1_56_29_223_1",4,1.2130075659799
"22250","1_56_29_243_1",1,0
"22251","1_56_29_244_1",1,0
"22252","1_56_29_246_1",1,0
"22253","1_56_29_248_1",4,1.0997259999473
"22254","1_56_29_249_1",1,0
"22255","1_56_29_24_1",2,0.636514168294813
"22256","1_56_29_250_1",2,0.636514168294813
"22257","1_56_29_25_1",3,1.07899220787758
"22258","1_56_29_260_1",2,0.336495757583516
"22259","1_56_29_26_1",5,1.47231414669748
"22260","1_56_29_276_1",1,0
"22261","1_56_29_281_1",2,0.359445147512791
"22262","1_56_29_287_1",3,0.801818552543337
"22263","1_56_29_288_1",2,0.693147180559945
"22264","1_56_29_297_1",3,1.00273995439735
"22265","1_56_29_312_1",2,0.121692402678062
"22266","1_56_29_314_1",1,0
"22267","1_56_29_315_1",3,0.867563228481461
"22268","1_56_29_319_1",1,0
"22269","1_56_29_324_1",2,0.376770161256437
"22270","1_56_29_329_1",2,0.661563238157982
"22271","1_56_29_346_1",2,0.304636097349238
"22272","1_56_29_353_1",1,0
"22273","1_56_29_354_1",2,0.167944147734173
"22274","1_56_29_371_1",3,0.988850628662631
"22275","1_56_29_372_1",4,1.23816964122297
"22276","1_56_29_376_1",4,1.16482137672446
"22277","1_56_29_377_1",3,0.501146842394199
"22278","1_56_29_381_1",3,0.907535294105009
"22279","1_56_29_383_1",2,0.529706199057654
"22280","1_56_29_386_1",2,0.304636097349238
"22281","1_56_29_388_1",1,0
"22282","1_56_29_399_1",4,1.18037679410919
"22283","1_56_29_402_1",3,1.07130406332276
"22284","1_56_29_403_1",4,1.01194942757104
"22285","1_56_29_404_1",3,0.860851390631232
"22286","1_56_29_406_1",3,0.815849865184519
"22287","1_56_29_409_1",2,0.462036909466457
"22288","1_56_29_413_1",2,0.585952618303551
"22289","1_56_29_425_1",3,0.609396928691502
"22290","1_56_29_426_1",2,0.500402423538188
"22291","1_56_29_428_1",3,1.05492016798614
"22292","1_56_29_430_1",3,0.566085738959629
"22293","1_56_29_431_1",3,0.394397691447443
"22294","1_56_29_432_1",3,0.264491439628184
"22295","1_56_29_433_1",3,0.459747278650689
"22296","1_56_29_434_1",3,0.708018976056273
"22297","1_56_29_435_1",1,0
"22298","1_56_29_436_1",1,0
"22299","1_56_29_44_1",3,0.719329027206197
"22300","1_56_29_454_1",2,0.693147180559945
"22301","1_56_29_457_1",3,0.787287656630395
"22302","1_56_29_45_1",2,0.636514168294813
"22303","1_56_29_460_1",2,0.425328293373262
"22304","1_56_29_463_1",1,0
"22305","1_56_29_478_1",3,1.04077408949891
"22306","1_56_29_483_1",3,0.708832947994361
"22307","1_56_29_486_1",3,0.773219607724283
"22308","1_56_29_487_1",3,0.954789733189633
"22309","1_56_29_494_1",3,0.941699090629099
"22310","1_56_29_506_1",3,0.955699891112534
"22311","1_56_29_507_1",2,0.605797499372304
"22312","1_56_29_508_1",2,0.450561208866305
"22313","1_56_29_510_1",5,1.27589387825919
"22314","1_56_29_529_1",2,0.636514168294813
"22315","1_56_29_531_1",3,1.03619878481928
"22316","1_56_29_532_1",4,0.991293722190986
"22317","1_56_29_534_1",2,0.450561208866305
"22318","1_56_29_535_1",3,0.79026796807459
"22319","1_56_29_554_1",2,0.214559155176405
"22320","1_56_29_556_1",3,0.764531435968361
"22321","1_56_29_561_1",2,0.184907399167776
"22322","1_56_29_56_1",3,0.950270539233235
"22323","1_56_29_578_1",4,1.35488505300601
"22324","1_56_29_57_1",3,0.70016118405654
"22325","1_56_29_580_1",3,0.708688028218583
"22326","1_56_29_581_1",1,0
"22327","1_56_29_582_1",4,1.26303892216931
"22328","1_56_29_583_1",1,0
"22329","1_56_29_585_1",2,0.617241769730342
"22330","1_56_29_604_1",2,0.410116318288409
"22331","1_56_29_606_1",2,0.34254150797197
"22332","1_56_29_607_1",2,0.191444081957717
"22333","1_56_29_620_1",2,0.519579839130515
"22334","1_56_29_628_1",3,0.840829423606082
"22335","1_56_29_630_1",2,0.312464779858739
"22336","1_56_29_644_1",2,0.610864302054894
"22337","1_56_29_64_1",3,0.544225602412734
"22338","1_56_29_650_1",3,1.03572977927782
"22339","1_56_29_65_1",2,0.126930545341402
"22340","1_56_29_660_1",3,0.859967281035505
"22341","1_56_29_661_1",1,0
"22342","1_56_29_666_1",2,0.636514168294813
"22343","1_56_29_667_1",2,0.693147180559945
"22344","1_56_29_67_1",1,0
"22345","1_56_29_686_1",3,0.315396287422662
"22346","1_56_29_693_1",4,1.16865036534806
"22347","1_56_29_709_1",5,1.09498198462649
"22348","1_56_29_710_1",2,0.271189373041844
"22349","1_56_29_711_1",2,0.149994923610415
"22350","1_56_29_80040_1",1,0
"22351","1_56_29_80176_1",1,0
"22352","1_56_29_80185_1",1,0
"22353","1_56_29_80209_1",4,1.09130300064685
"22354","1_56_29_80545_1",3,0.957349626242051
"22355","1_56_29_80628_1",2,0.25095480435762
"22356","1_56_29_80675_1",3,0.443757284260148
"22357","1_56_29_80721_1",3,0.846365829626287
"22358","1_56_29_80810_1",2,0.119246926396245
"22359","1_56_29_80955_1",3,0.687092027379972
"22360","1_56_29_80962_1",2,0.228631873582861
"22361","1_56_29_81304_1",3,0.452869310325181
"22362","1_56_29_81317_1",2,0.500402423538188
"22363","1_56_29_81455_1",2,0.636514168294813
"22364","1_56_29_81505_1",3,0.76785762309817
"22365","1_56_29_81543_1",3,0.634034881335115
"22366","1_56_29_81592_1",1,0
"22367","1_56_29_81658_1",4,0.708346577706171
"22368","1_56_29_81680_1",1,0
"22369","1_56_29_81695_1",3,0.431071102348777
"22370","1_56_29_81828_1",3,1.08889997534522
"22371","1_56_29_81915_1",1,0
"22372","1_56_29_82059_1",3,0.633039511664468
"22373","1_56_29_82083_1",2,0.233791658706459
"22374","1_56_29_82107_1",2,0.693147180559945
"22375","1_56_29_82149_1",2,0.613410049457059
"22376","1_56_29_82228_1",3,0.25306733187418
"22377","1_56_29_82230_1",3,0.955699891112534
"22378","1_56_29_82254_1",2,0.126930545341402
"22379","1_56_29_82291_1",1,0
"22380","1_56_29_82304_1",4,1.09989072638762
"22381","1_56_29_82313_1",1,0
"22382","1_56_29_82328_1",3,0.460896619632594
"22383","1_56_29_82410_1",3,0.758487320581266
"22384","1_56_29_82411_1",3,0.900256051268537
"22385","1_56_29_82480_1",1,0
"22386","1_56_29_82585_1",4,1.0924455821435
"22387","1_56_29_82660_1",3,0.727387629175803
"22388","1_56_29_82661_1",3,0.633039511664468
"22389","1_56_29_82693_1",1,0
"22390","1_56_29_82803_1",2,0.244930026794635
"22391","1_56_29_82846_1",3,0.927617334327182
"22392","1_56_29_82850_1",3,1.03333206594915
"22393","1_56_29_82960_1",1,0
"22394","1_56_29_83069_1",3,0.639031859650177
"22395","1_56_29_83214_1",1,0
"22396","1_56_29_83245_1",3,0.995026990179521
"22397","1_56_29_83263_1",2,0.257318640543832
"22398","1_56_29_83287_1",1,0
"22399","1_56_29_83457_1",2,0.562335144618808
"22400","1_56_29_83511_1",1,0
"22401","1_56_29_83552_1",2,0.488375362015832
"22402","1_56_29_83702_1",2,0.673011667009257
"22403","1_56_29_83719_1",1,0
"22404","1_56_29_83728_1",1,0
"22405","1_56_29_83838_1",2,0.384542919756229
"22406","1_56_29_84024_1",1,0
"22407","1_56_29_84069_1",3,0.75893677276206
"22408","1_56_29_84124_1",2,0.455079044967395
"22409","1_56_29_84162_1",2,0.607693423870957
"22410","1_56_29_84168_1",4,1.13717636288918
"22411","1_56_29_84247_1",2,0.673011667009257
"22412","1_56_29_84255_1",2,0.562335144618808
"22413","1_56_29_84293_1",2,0.223718076065834
"22414","1_56_29_84327_1",3,0.925129083572082
"22415","1_56_29_84548_1",3,1.08889997534522
"22416","1_56_29_84584_1",2,0.598269588585257
"22417","1_56_29_84588_1",1,0
"22418","1_56_29_84679_1",4,0.905368504562369
"22419","1_56_29_84805_1",1,0
"22420","1_56_29_84_1",3,0.794621102326448
"22421","1_56_29_85000_1",1,0
"22422","1_56_29_85049_1",1,0
"22423","1_56_29_85188_1",2,0.450561208866305
"22424","1_56_29_85204_1",2,0.598269588585257
"22425","1_56_29_85296_1",2,0.500402423538188
"22426","1_56_29_85315_1",2,0.348832095843032
"22427","1_56_29_85380_1",4,1.09646364313223
"22428","1_56_29_85484_1",2,0.410116318288409
"22429","1_56_29_85538_1",2,0.163023629494366
"22430","1_56_29_85565_1",1,0
"22431","1_56_29_85643_1",4,0.9595801042412
"22432","1_56_29_85781_1",2,0.686961576597323
"22433","1_56_29_85858_1",3,0.733171050116938
"22434","1_56_29_85972_1",1,0
"22435","1_56_29_86049_1",3,0.70291893077351
"22436","1_56_29_86078_1",4,1.14327520619421
"22437","1_56_29_86110_1",3,0.923840705630872
"22438","1_56_29_86174_1",2,0.673011667009257
"22439","1_56_29_86232_1",1,0
"22440","1_56_29_86234_1",1,0
"22441","1_56_29_86622_1",1,0
"22442","1_56_29_86626_1",3,0.867563228481461
"22443","1_56_29_86633_1",1,0
"22444","1_56_29_86711_1",1,0
"22445","1_56_29_86736_1",1,0
"22446","1_56_29_86749_1",4,1.02113504672822
"22447","1_56_29_86869_1",4,0.936599518717658
"22448","1_56_29_86993_1",1,0
"22449","1_56_29_86998_1",1,0
"22450","1_56_29_87049_1",1,0
"22451","1_56_29_87208_1",4,1.20469640147584
"22452","1_56_29_87311_1",5,1.35818299763974
"22453","1_56_29_87427_1",2,0.636514168294813
"22454","1_56_29_87622_1",3,0.509137344082687
"22455","1_56_29_87633_1",2,0.673011667009257
"22456","1_56_29_87800_1",2,0.548874384484994
"22457","1_56_29_87835_1",1,0
"22458","1_56_29_87844_1",1,0
"22459","1_56_29_88033_1",4,1.2831726480161
"22460","1_56_29_88333_1",5,1.28687263039802
"22461","1_56_29_88381_1",2,0.689009238476659
"22462","1_56_29_88427_1",5,1.18644204626564
"22463","1_56_29_88447_1",1,0
